id,time(s),value
0,0.045,1.77
0,0.047,1.77
0,0.048,1.77
0,0.050,1.77
0,0.086,1.77
0,0.086,1.77
0,0.086,1.77
0,0.087,1.77
0,0.127,1.77
0,0.127,1.77
0,0.128,1.77
0,0.129,1.77
0,0.169,1.77
0,0.170,1.77
0,0.171,1.77
0,0.172,1.77
0,0.210,1.77
0,0.211,1.77
0,0.211,1.77
0,0.212,1.77
0,0.251,1.77
0,0.252,1.77
0,0.252,1.77
0,0.254,1.77
0,0.293,1.77
0,0.294,1.77
0,0.295,1.77
0,0.311,1.77
0,0.334,1.77
0,0.334,1.77
0,0.334,1.77
0,0.335,1.77
0,0.376,1.77
0,0.376,1.77
0,0.377,1.77
0,0.378,1.77
0,0.417,1.77
0,0.418,1.77
0,0.419,1.77
0,0.441,1.77
0,0.458,1.77
0,0.465,1.77
0,0.466,1.77
0,0.466,1.77
0,0.499,1.77
0,0.500,1.77
0,0.501,1.77
0,0.502,1.77
0,0.541,1.77
0,0.542,1.77
0,0.544,1.77
0,0.560,1.77
0,0.582,1.77
0,0.582,1.77
0,0.583,1.77
0,0.584,1.77
0,0.624,1.77
0,0.624,1.77
0,0.625,1.77
0,0.626,1.77
0,0.665,1.77
0,0.666,1.77
0,0.667,1.77
0,0.687,1.77
0,0.706,1.77
0,0.709,1.77
0,0.710,1.77
0,0.711,1.77
0,0.748,1.77
0,0.748,1.77
0,0.749,1.77
0,0.750,1.77
0,0.789,1.77
0,0.790,1.77
0,0.792,1.77
0,0.814,1.77
0,0.830,1.77
0,0.838,1.77
0,0.838,1.77
0,0.839,1.77
0,0.872,1.77
0,0.872,1.77
0,0.873,1.77
0,0.875,1.77
0,0.913,1.77
0,0.914,1.77
0,0.915,1.77
0,0.930,1.77
0,0.955,1.77
0,0.955,1.77
0,0.955,1.77
0,0.956,1.77
0,0.996,1.77
0,0.997,1.77
0,0.998,1.77
0,1.000,1.77
0,1.037,1.77
0,1.038,1.77
0,1.040,1.77
0,1.055,1.77
0,1.079,1.77
0,1.079,1.77
0,1.079,1.77
0,1.081,1.77
0,1.120,1.77
0,1.121,1.77
0,1.122,1.77
0,1.123,1.77
0,1.161,1.77
0,1.162,1.77
0,1.164,1.77
0,1.178,1.77
0,1.203,1.77
0,1.203,1.77
0,1.203,1.77
0,1.204,1.77
0,1.244,1.77
0,1.245,1.77
0,1.247,1.77
0,1.249,1.77
0,1.286,1.77
0,1.286,1.77
0,1.288,1.77
0,1.302,1.77
0,1.327,1.77
0,1.327,1.77
0,1.327,1.77
0,1.328,1.77
0,1.368,1.77
0,1.369,1.77
0,1.370,1.77
0,1.371,1.77
0,1.410,1.77
0,1.411,1.77
0,1.414,1.77
0,1.431,1.77
0,1.451,1.77
0,1.451,1.77
0,1.451,1.77
0,1.452,1.77
0,1.492,1.77
0,1.493,1.77
0,1.494,1.77
0,1.496,1.77
0,1.534,1.77
0,1.535,1.77
0,1.536,1.77
0,1.550,1.77
0,1.575,1.77
0,1.575,1.77
0,1.575,1.77
0,1.575,1.77
0,1.616,1.77
0,1.617,1.77
0,1.617,1.77
0,1.618,1.77
0,1.658,1.77
0,1.658,1.77
0,1.659,1.77
0,1.673,1.77
0,1.699,1.77
0,1.699,1.77
0,1.700,1.77
0,1.700,1.77
0,1.740,1.77
0,1.741,1.77
0,1.742,1.77
0,1.743,1.77
0,1.782,1.77
0,1.783,1.77
0,1.784,1.77
0,1.802,1.77
0,1.823,1.77
0,1.825,1.77
0,1.825,1.77
0,1.826,1.77
0,1.865,1.77
0,1.865,1.77
0,1.866,1.77
0,1.867,1.77
0,1.906,1.77
0,1.907,1.77
0,1.908,1.77
0,1.930,1.77
0,1.947,1.77
0,1.958,1.77
0,1.958,1.77
0,1.959,1.77
0,1.989,1.77
0,1.989,1.77
0,1.990,1.77
0,1.992,1.77
0,2.030,1.77
0,2.031,1.77
0,2.033,1.77
0,2.058,1.77
0,2.071,1.77
0,2.088,1.77
0,2.088,1.77
0,2.089,1.77
0,2.113,1.77
0,2.114,1.77
0,2.114,1.77
0,2.116,1.77
0,2.154,1.77
0,2.155,1.77
0,2.156,1.77
0,2.171,1.77
0,2.196,1.77
0,2.196,1.77
0,2.196,1.77
0,2.197,1.77
0,2.237,1.77
0,2.237,1.77
0,2.238,1.77
0,2.239,1.77
0,2.278,1.77
0,2.280,1.77
0,2.281,1.77
0,2.296,1.77
0,2.320,1.77
0,2.320,1.77
0,2.320,1.77
0,2.321,1.77
0,2.361,1.77
0,2.361,1.77
0,2.362,1.77
0,2.363,1.77
0,2.402,1.77
0,2.403,1.77
0,2.405,1.77
0,2.421,1.77
0,2.444,1.77
0,2.444,1.77
0,2.444,1.77
0,2.445,1.77
0,2.485,1.77
0,2.485,1.77
0,2.486,1.77
0,2.488,1.77
0,2.526,1.77
0,2.527,1.77
0,2.529,1.77
0,2.545,1.77
0,2.568,1.77
0,2.568,1.77
0,2.568,1.77
0,2.569,1.77
0,2.609,1.77
0,2.610,1.77
0,2.611,1.77
0,2.612,1.77
0,2.651,1.77
0,2.652,1.77
0,2.654,1.77
0,2.683,1.77
0,2.692,1.77
0,2.718,1.77
0,2.719,1.77
