31.000000	128.759322	20.000000	
30.000000	141.148069	16.000000	
29.000000	144.800797	12.000000	
28.000000	145.220472	15.000000	
27.000000	148.108000	14.000000	
26.000000	148.785992	11.000000	
25.000000	150.588850	9.000000	
24.000000	152.922222	10.000000	
23.000000	156.910156	3.000000	
22.000000	157.664000	2.000000	
21.000000	158.606557	3.000000	
20.000000	159.625000	2.000000	
19.000000	159.271605	3.000000	
18.000000	160.554656	3.000000	
17.000000	160.668000	3.000000	
16.000000	159.975806	3.000000	
15.000000	160.103774	3.000000	
14.000000	159.952632	3.000000	
13.000000	159.800000	2.000000	
12.000000	159.636364	3.000000	
11.000000	159.000000	0.000000	
