12.000000	0.558714	0.119651	
13.000000	0.562821	0.196350	
14.000000	0.567547	0.101243	
15.000000	0.550916	0.079767	
16.000000	0.550916	0.064427	
17.000000	0.552638	0.110447	
18.000000	0.555483	0.181010	
19.000000	0.536710	0.138058	
20.000000	0.526422	0.070563	
21.000000	0.520522	0.128854	
22.000000	0.559157	0.073631	
23.000000	0.500678	0.187146	
24.000000	0.490535	0.113515	
25.000000	0.462818	-0.067495	
26.000000	0.445204	0.055223	
27.000000	0.445838	0.085903	
28.000000	0.424793	0.092039	
29.000000	0.402942	0.073631	
30.000000	0.408332	0.070563	
31.000000	0.392699	0.082835	
