10.000000	0.448541	0.055223	
11.000000	0.447780	0.104311	
12.000000	0.433507	0.088971	
13.000000	0.426742	0.092039	
14.000000	0.422433	0.079767	
15.000000	0.403942	0.064427	
16.000000	0.389877	0.119651	
17.000000	0.380324	0.070563	
18.000000	0.365210	0.092039	
19.000000	0.357724	0.039884	
20.000000	0.349073	0.116583	
21.000000	0.337208	0.076699	
22.000000	0.331197	0.147262	
23.000000	0.316318	0.082835	
24.000000	0.315509	0.107379	
25.000000	0.300783	0.092039	
26.000000	0.296009	0.088971	
27.000000	0.294524	0.064427	
28.000000	0.294902	0.070563	
29.000000	0.297512	0.085903	
30.000000	0.303444	0.061359	
31.000000	0.305151	0.058291	
