"Freq [GHz]","re(Z(2,2)) [] - moveDistance='5mm'","re(Z(2,2)) [] - moveDistance='10mm'","re(Z(2,2)) [] - moveDistance='15mm'","re(Z(2,2)) [] - moveDistance='20mm'","re(Z(2,2)) [] - moveDistance='25mm'","re(Z(2,2)) [] - moveDistance='30mm'","re(Z(2,2)) [] - moveDistance='35mm'","re(Z(2,2)) [] - moveDistance='40mm'","im(Z(2,2)) [] - moveDistance='5mm'","im(Z(2,2)) [] - moveDistance='10mm'","im(Z(2,2)) [] - moveDistance='15mm'","im(Z(2,2)) [] - moveDistance='20mm'","im(Z(2,2)) [] - moveDistance='25mm'","im(Z(2,2)) [] - moveDistance='30mm'","im(Z(2,2)) [] - moveDistance='35mm'","im(Z(2,2)) [] - moveDistance='40mm'"
0.979,1.54495152916062,6.54410950563091,5.29991064392663,6.09489765389783,6.57851680944273,7.61709797016897,8.60041095841993,9.57162130982242,59.8019952711511,76.9600726149429,80.6128633917238,86.1988814756488,90.5818279173525,95.8036562970258,100.193281240893,103.63449828533
0.98,1.59768675170722,6.76063073769718,5.38260731385584,6.18469210746044,6.67497477487764,7.73058013795621,8.73026977512287,9.71827123266594,59.9861698178305,77.1907229323097,80.7561796625412,86.3513928195618,90.746205032932,95.9852461206579,100.392016143666,103.844723312253
0.981,1.65068668362551,6.99330624972794,5.46685164843702,6.27593241035764,6.77297371725347,7.84589241315749,8.8622457674525,9.86733529347952,60.1652670306334,77.4279515379106,80.8997219881511,86.503946744891,90.9106472967941,96.1668858885703,100.590808511608,104.054927892811
0.982,1.70394682203451,7.2442415191052,5.55267834390267,6.36864047881094,6.87253662256549,7.96306209738421,8.99637080264218,10.0188493941338,60.3397032049231,77.6721949132713,81.0434803904972,86.6565261461781,91.0751367193429,96.3485532027085,100.789632050776,104.265079401226
0.983,1.75746854948347,7.51592448600112,5.64012310575753,6.46283839485114,6.97368663774671,8.08211666379706,9.13267694594548,10.1728495982811,60.5098494918767,77.9238947702567,81.1874443433585,86.8091132226493,91.2396545836888,96.5302247621846,100.988459397336,104.47514390631
0.984,1.81125782626346,7.81131331107888,5.72922269220742,6.55854839643524,7.07644705971491,8.20308374245276,9.27119644287654,10.3293721064967,60.676037633515,78.1834813072112,81.3316027477306,86.9616894574456,91.4041814243598,96.7118763370837,101.18726208629,104.685086134237
0.985,1.86532416017042,8.13394829908222,5.82001496037838,6.65579286675586,7.18084132356249,8.32599110454373,9.41196170010438,10.4884532296471,60.8385648450911,78.4513462145081,81.4759439059077,87.1142355964685,91.5686970056518,96.8934827418531,101.386010519726,104.894869430846
0.986,1.91967979256766,8.48809565330473,5.91253891555896,6.75459432270335,7.28689298984872,8.45086664547946,9.55500526493849,10.6501293604056,60.9976979876483,78.7277999021488,81.6204554941677,87.2667316268539,91.7331802996336,97.0750178082974,101.584673934582,105.104455723491
0.987,1.97433905377121,8.87893339524581,6.00683476372098,6.85497540244019,7.3946257309532,8.57773836675679,9.7003598033411,10.8144369428344,61.1536771470977,79.0130043192355,81.7651245339569,87.4191567550827,91.8976094638174,97.256454358196,101.783220369985,105.313805482503
0.988,2.02931785148248,9.31279339040758,6.10294396759938,6.95695885204544,7.50406331644757,8.70663435656501,9.84805807640037,10.981412439951,61.306718715051,79.3068677475426,81.9099373614576,87.5714893847445,92.0619618185142,97.4377641755708,101.981616634164,105.522877682294
0.989,2.08463326411468,9.79747821518477,6.20090930663906,7.06056751118616,7.61522959744195,8.83758276907029,9.9981329151963,11.1510922991923,61.4570180497029,79.6088798305735,82.0548795954107,87.7237070939677,92.2262138238919,97.6189179786277,102.179828270997,105.731629762168
0.99,2.14030321706173,10.3426777566496,6.30077494114791,7.16582429777129,7.72814848986143,8.97061180232282,10.1506171939907,11.323512915693,61.6047517814108,79.9178517004788,82.1999361030517,87.8757866125336,92.3903410567568,97.7998853914037,102.377819526206,105.940017586895
0.991,2.19634622472009,10.9605177819539,6.40258648102837,7.272752191542,7.84284395660582,9.10574967472808,10.3055438016696,11.4987105932886,61.7500798165698,80.2315036612048,82.3450909640047,88.0277037986962,92.5543181870816,97.9806349151514,102.575553313261,106.147995407109
0.992,2.25278118474513,11.6662799912898,6.50639105949951,7.38137421655224,7.95933998854703,9.2430246000239,10.4629456113667,11.6767215031558,61.8931470843981,80.5458049468876,82.490327431958,88.179433615727,92.718118954307,98.161133899498,102.77299117903,106.35551581961
0.993,2.30962721387198,12.479336083931,6.61223741226241,7.49171342249102,8.07766058431516,9.38246476070253,10.6228554481943,11.8575816400009,62.0340850639129,80.8539051227347,82.6356278939311,88.330950108212,92.8817161434449,98.3413485134187,102.970093269216,106.562529727629
0.994,2.36690351684693,13.4243253578862,6.7201759626096,7.60379286479771,8.19782972882505,9.52409827981677,10.7853060550073,12.0413267757049,62.1730131223652,81.1443847132009,82.7809738269161,88.4822263781264,93.0450815610139,98.5212437160677,103.16681829366,106.768986301166
0.995,2.42462928174924,14.5325455670675,6.83025891303216,7.71763558352023,8.3198713704938,9.6679531911083,10.9503300561243,12.2279924103373,62.3100396914508,81.3983597280403,82.9263457516547,88.6332345607195,93.2081860108437,98.7007832275165,103.363123491544,106.974832937466
0.996,2.48282359634499,15.8433424863927,6.94254034393618,7.83326458086517,8.44380939709876,9.81405740739525,11.1179599189309,12.4176137204443,62.4452633035251,81.5846479717292,83.0717231832831,88.7839458002404,93.3709992697846,98.8799294994499,103.55896459658,107.180015221748
0.997,2.54150538118629,17.4047835569719,7.05707632014703,7.950702797388,8.56966761022526,9.96243868715591,11.2882279132868,12.6102255045252,62.5787735066613,81.6516798232599,83.2170845785442,88.9343302255436,93.5334900633636,99.0586436858779,103.754295802245,107.384476888286
0.998,2.60069333601992,19.2716295897093,7.17392500595321,8.06997308677105,8.69746969825309,10.1131245992454,11.4611660686611,12.8058621256038,62.7106516745654,81.5141096639731,83.3624072792331,89.0843569256136,93.6956260414325,99.2368856139244,103.949069727135,107.588159781959
0.999,2.66040589674144,21.4955658709684,7.29314678952416,8.19109818913568,8.82723920782946,10.2661424856804,11.6368061289174,13.004557450808,62.8409717250077,81.0315491121036,83.5076674514974,89.2339939250516,93.857373753857,99.4146137547595,104.143237380546,107.791003820389
1,2.72066120066838,24.0959657559864,7.41480441762992,8.31410070283539,8.95899951377712,10.4215194224303,11.8151795046731,13.2063447878701,62.9698007584535,79.9784975549588,83.6528400205697,89.3832081595734,94.0186986262978,99.5917851947471,104.336748128335,107.992946956808
