1.158956	4.539850
1.182120	3.422181
1.186390	3.216165
1.199621	2.497378
1.220102	2.263670
1.225330	2.523598
1.140631	2.620766
1.052102	3.000000
1.074523	2.849412
1.144918	2.466058
1.013870	2.519594
1.057289	1.864237
1.132714	1.991135
1.203231	2.794872
1.254633	2.851039
1.209113	1.987401
1.159427	2.042724
1.153940	2.645656
1.106913	3.000000
1.098487	2.997165
1.134936	2.500000
1.110697	2.879478
1.102300	1.057425
1.070868	2.451231
1.170555	1.958318
1.136464	2.628905
1.223821	2.342638
1.097682	2.298492
1.151557	2.652495
1.086322	2.500000
1.220816	3.000000
1.244890	2.784140
1.163895	2.128593
1.175156	2.159788
1.178405	2.816618
1.110281	3.801742
1.117342	3.074108
1.155303	2.351247
1.161400	2.715820
1.153295	3.006016
1.187648	2.491930
1.155901	2.755872
1.119999	2.373425
1.099303	2.668299
1.122341	2.783477
1.188695	2.251523
1.306908	3.133803
1.282591	2.765874
1.196809	2.296059
1.149114	1.993013
1.043250	2.484456
1.074370	3.099419
1.118017	2.406878
1.107781	3.046626
1.130980	3.315204
1.302593	2.230624
1.193070	2.565863
1.202681	2.422578
1.082835	3.117333
1.092706	2.996850
1.248752	2.492545
1.186127	2.791182
1.193696	2.427368
1.168179	2.557730
1.221510	2.140174
1.130683	3.175325
1.159347	1.865121
1.141302	2.544569
1.139575	2.855645
1.150528	2.495428
1.087157	2.485083
1.103264	3.060831
1.221204	2.805062
1.135217	3.249806
1.048460	3.354598
1.102652	2.840374
1.166775	3.067743
1.176519	2.874286
1.127123	2.769242
1.111711	2.500000
1.232868	2.991803
1.205082	3.418382
1.208894	3.361907
1.241654	2.456759
1.139065	2.644521
1.141896	2.299651
1.125015	1.650049
1.079799	2.020138
1.097952	2.507708
1.155257	2.190746
1.130727	2.590670
1.165004	2.393845
1.111999	2.713793
1.167752	2.305058
1.129211	2.347493
1.094578	2.805792
1.176187	2.405637
1.166126	2.638188
1.204049	2.097196
1.177572	2.505707
1.154988	2.484417
1.119062	2.781066
1.147898	2.346087
1.120016	2.612753
1.200544	2.295516
1.122012	2.789729
1.150020	1.430740
1.134910	1.505491
1.142169	2.479346
1.133523	3.005765
1.342612	1.175285
1.266284	2.262478
1.124906	3.268400
1.104737	2.691184
1.062769	2.500000
1.050867	2.632353
1.179006	2.324034
1.178461	2.646924
1.164809	2.883440
1.141379	2.484068
1.147367	2.491737
1.138662	2.703852
1.154916	2.325423
1.139566	2.659956
1.177912	2.378772
1.079578	2.985684
0.998228	2.687552
0.939409	3.003331
1.172991	2.514133
1.148292	1.773763
1.109957	2.208485
1.100331	2.826004
1.182023	2.139818
1.179883	2.677252
1.139265	1.832157
1.139756	2.214683
1.164525	2.296600
1.164674	2.637538
1.174571	2.802911
1.190800	2.494144
1.206512	2.486224
1.147759	3.226486
1.114664	3.237426
1.111601	2.877603
1.162823	3.077825
1.227720	2.108674
1.164968	2.298454
1.116571	2.502093
1.190793	2.494685
1.191836	2.978183
1.244949	2.290343
1.242436	3.014391
1.237148	3.349538
1.284541	2.121242
1.270985	3.033141
1.284046	2.805076
1.215825	2.340654
1.168540	2.502135
1.086058	1.520649
1.061253	1.500000
1.054066	1.723252
1.098619	2.000000
1.116209	2.340520
1.120483	2.313552
1.164577	2.657388
1.241901	2.211156
1.170519	2.589864
1.190600	2.498923
1.222148	2.492831
1.184256	3.299497
1.174081	3.500000
1.190018	3.173018
1.219916	2.500000
1.112932	3.306017
1.104500	2.899725
1.077858	3.259598
1.089975	3.256572
1.169156	2.496705
1.099956	2.492642
1.070769	2.713894
1.175727	2.327918
1.158902	3.081070
1.138606	2.815466
1.066453	0.940646
1.135958	2.650990
1.151700	2.006944
1.189647	1.716568
1.208906	2.005995
1.220788	2.487874
1.206961	3.155962
1.187741	3.324701
1.182971	2.733871
1.208949	2.973522
1.184842	1.431898
1.026369	1.652656
1.059533	1.209698
1.117858	1.668932
1.153578	2.501338
1.104346	2.493453
1.129746	2.794285
1.165278	2.386490
1.142486	2.660722
1.101847	2.142526
1.145630	1.367546
1.188525	2.237692
1.152655	2.500000
1.158441	2.292982
1.209372	2.000000
1.186067	2.500000
1.187301	2.135208
1.175670	2.126375
1.151902	2.644235
1.221636	2.382978
1.152814	2.768521
1.073332	1.916468
1.050075	2.271289
1.075533	2.848615
1.131294	2.500000
1.145925	3.000000
1.220279	2.730122
1.141479	2.590177
1.184022	2.351720
1.288846	3.297538
1.292264	2.716124
1.193235	2.603529
1.161002	2.306701
1.082104	3.197389
1.061724	2.996414
1.183277	2.516405
1.155172	2.500000
1.096678	2.658556
1.027415	3.000000
1.104079	2.849442
1.204161	2.240299
1.134406	3.187672
1.103196	3.000000
1.081694	3.000000
1.097251	3.000000
1.157091	2.500000
1.173115	2.437483
1.105234	2.867852
1.190853	2.284224
1.117610	2.430900
1.103122	2.554759
1.168722	2.256990
1.134989	2.629300
1.214671	1.743981
1.158134	2.024138
1.225541	2.477888
1.118481	3.137627
1.025865	3.220529
1.053156	2.702145
1.179679	2.680766
1.241974	1.922315
1.167282	2.207366
1.178300	1.998935
1.179912	2.506590
1.224738	2.105481
1.229308	2.230793
1.211541	2.500000
1.189073	2.211239
1.193302	1.840657
1.201632	1.835557
1.203799	2.377512
1.176779	2.070340
1.177800	2.504401
1.215371	2.493206
1.175892	2.182030
1.124422	2.000000
1.137205	2.156932
1.251741	2.882414
1.281463	2.879140
1.178033	2.787210
1.274526	2.500000
1.214195	3.500000
1.233291	3.498803
1.124313	2.507329
1.111789	2.500000
1.069070	2.293975
1.057527	1.788332
1.160763	2.105549
1.164304	2.839134
1.239588	2.141329
1.157184	2.836336
1.119086	2.783957
1.214541	2.251316
1.260212	2.265635
1.186698	3.014593
1.182326	2.515944
1.209902	2.059650
1.168669	2.372262
1.192269	1.690321
1.199037	1.804205
1.187412	3.112602
1.111302	3.029238
1.044423	2.488085
1.241128	2.484308
1.176172	2.784571
1.180976	2.710673
1.243817	2.393982
1.193503	2.613979
1.252811	2.281678
1.250105	2.664022
1.283989	2.185599
1.209527	2.594431
1.209260	2.461703
1.061902	3.096643
1.055861	2.993954
1.192502	2.491981
1.149887	2.973167
1.113729	2.699357
1.073683	3.252114
1.103446	3.140331
1.182438	1.792523
1.082473	1.894865
1.055368	2.000892
1.178178	2.993415
1.066051	3.000000
1.033764	3.000000
1.126655	2.712948
1.115336	2.909808
1.184076	2.247437
1.073853	3.201081
1.103761	2.470380
1.193712	2.688860
1.223872	2.382848
1.127551	2.725609
1.224005	1.986979
1.225764	2.485084
1.164500	2.973951
1.195186	2.815360
1.124301	3.221926
1.134948	2.926609
1.195364	2.237186
1.122322	1.718005
1.129304	1.497918
1.166290	2.479337
1.122364	2.762340
1.047751	2.360859
1.057507	2.705648
1.170242	2.354605
1.151611	2.694757
1.107629	2.864789
1.247005	2.199312
1.215483	2.600160
1.255425	2.266399
1.194309	2.325206
1.153196	2.502537
1.204162	2.506302
1.204191	2.252602
1.137725	2.377843
1.115065	2.636323
1.196974	2.211788
1.146257	2.866151
1.133451	2.927625
1.160373	2.491434
1.168417	2.505974
1.202564	1.890288
1.231904	1.753838
1.215550	2.324681
1.186303	2.138557
1.142053	2.630649
1.045811	2.434516
1.063822	2.743115
1.158824	2.353274
1.174830	2.502601
1.037796	3.006725
1.064061	2.616083
1.188556	2.786568
1.211021	2.378092
1.197462	2.781346
1.206966	2.265039
1.175437	2.644518
1.197966	2.500000
1.248689	2.864068
1.258177	2.996357
1.171314	2.507532
1.213050	2.757552
1.295133	3.000000
1.339047	2.353865
1.163249	2.683966
1.172697	2.463537
1.133913	2.394471
1.100983	2.582511
1.195338	2.194218
1.159262	2.527846
1.268304	2.514563
1.273554	1.942953
1.254879	2.081095
1.233062	3.021067
1.200126	3.132505
1.157637	1.834534
1.162539	1.964356
1.116248	2.737643
1.108941	2.360902
1.080083	2.497820
1.158928	2.000000
1.176141	2.335142
1.231814	2.969319
1.242555	2.944262
1.230519	3.276172
1.260175	3.000000
1.084068	3.445395
1.086277	3.500000
1.137967	3.058537
1.184373	2.497316
1.178930	1.992854
1.127868	2.584724
1.147170	2.757848
1.248242	1.869834
1.244330	1.662266
1.157746	2.616667
1.189464	2.643065
1.246218	2.141057
1.207886	2.420302
1.251965	1.998074
1.229384	2.507077
1.210615	2.209051
1.136031	2.410652
1.117049	2.689858
1.124603	3.000000
1.176099	2.330237
1.178382	2.064809
1.165045	2.936385
1.185068	2.068041
1.188553	2.521140
1.256281	2.014331
1.271446	1.883499
1.172267	2.760537
1.269597	1.691690
1.228113	1.846247
1.209692	1.914879
