3.93312674013878	-45.5	17.0625	0	1186	195147670 0.687915	
3.81040827710793	-47.5	-26	1	1130	195147674 0.6898722	
3.74291312244096	-47.5	26	2	1130	195147675 0.6908203	
3.98835004850267	-45.5	-8.9375	3	1186	195147676 0.6916922	
3.8349519697141	-47.5	-34.9375	4	1130	195147677 0.6928452	
4.0067578179573	-46	-17.0625	5	1186	195147678 0.6942308	
3.98221412535112	-45.5	-4.0625	6	1186	195147680 0.6954691	
3.7920005076533	-48	-13	7	1130	195147681 0.6965641	
3.97607820219958	-45.5	-17.0625	8	1186	195147681 0.697265	
3.71836942983479	-47.5	43.125	9	1130	195147682 0.697822	
3.91471897068416	-46	39	10	1186	195147683 0.698879	
3.77972866135022	-48	-4.0625	11	1130	195147684 0.699767	
3.82268012341102	-48	-30.0625	12	1130	195147684 0.7004047	
3.9208548938357	-45.5	26	13	1186	195147685 0.7011033	
3.93312674013878	-46	34.9375	14	1186	195147916 0.9320658	
3.82268012341102	-47.5	-26	15	1130	195147917 0.9331898	
3.73064127613788	-47.5	34.9375	16	1130	195147918 0.9340844	
3.95153450959341	-45.5	8.9375	17	1186	195147919 0.934974	
3.72450535298634	-48	52.0625	18	1130	195147920 0.9360365	
3.95767043274495	-46	17.0625	19	1186	195147921 0.9368141	
3.76745681504713	-47.5	-8.9375	20	1130	195147921 0.9374745	
3.98221412535112	-45.5	-4.0625	21	1186	195147922 0.9382981	
3.82268012341102	-47.5	-26	22	1130	195147923 0.9393146	
3.94539858644187	-45.5	21.9375	23	1186	195147924 0.9402009	
3.77359273819868	-47.5	8.9375	24	1130	195147925 0.9409109	
3.95153450959341	-46	13	25	1186	195147926 0.9417457	
3.84108789286565	-47.5	-52.0625	26	1130	195147926 0.9424429	
4.00062189480575	-45.5	-13	27	1186	195147927 0.9435207	
3.77359273819868	-47.5	-4.0625	28	1130	195148155 1.1722393	
3.94539858644187	-45.5	21.9375	29	1186	195148156 1.1731457	
3.76132089189559	-47.5	-8.9375	30	1130	195148158 1.1748592	
3.97607820219958	-45.5	-13	31	1186	195148160 1.1759988	
3.77359273819868	-47.5	-13	32	1130	195148160 1.176672	
3.97607820219958	-46	-13	33	1186	195148161 1.177546	
3.73677719928942	-47.5	34.9375	34	1130	195148162 1.1783514	
3.94539858644187	-45.5	8.9375	35	1186	195148163 1.1792106	
3.92699081698724	-45.5	17.0625	36	1186	195148163 1.1800306	
3.71223350668325	-47.5	43.125	37	1130	195148164 1.1807555	
3.92699081698724	-45.5	17.0625	38	1186	195148165 1.1814615	
3.71836942983479	-48	34.9375	39	1130	195148165 1.1820574	
3.73064127613788	-48	34.9375	40	1130	195148416 1.4320439	
3.97607820219958	-45.5	-4.0625	41	1186	195148418 1.433559	
3.7920005076533	-47.5	0	42	1130	195148418 1.434436	
3.92699081698724	-45.5	39	43	1186	195148419 1.4353294	
3.76745681504713	-47.5	0	44	1130	195148419 1.4357679	
3.95767043274495	-45.5	13	45	1186	195148420 1.4364954	
3.93926266329033	-45.5	8.9375	46	1186	195148421 1.437822	
3.81040827710793	-47.5	-13	47	1130	195148426 1.443232	
3.9638063558965	-45.5	0	48	1186	195148434 1.4504212	
3.77359273819868	-47.5	13	49	1130	195148436 1.4519078	
3.98221412535112	-45.5	4.0625	50	1186	195148439 1.4552915	
3.77359273819868	-47.5	8.9375	51	1130	195148448 1.4645122	
3.72450535298634	-48	26	52	1130	195148463 1.4792336	
3.99448597165421	-45.5	-13	53	1186	195148465 1.4806833	
3.94539858644187	-45.5	48	54	1186	195148656 1.6720062	
3.82268012341102	-48	-13	55	1130	195148657 1.6733515	
3.81040827710793	-48	-8.9375	56	1130	195148658 1.6739693	
4.01902966426038	-45.5	-30.0625	57	1186	195148658 1.6744684	
3.76132089189559	-48	13	58	1130	195148661 1.677081	
3.9638063558965	-46	26	59	1186	195148663 1.6788658	
3.91471897068416	-45.5	39	60	1186	195148663 1.679507	
3.76745681504713	-48	21.9375	61	1130	195148664 1.6800231	
3.93312674013878	-45.5	48	62	1186	195148664 1.6804982	
3.76132089189559	-47.5	0	63	1130	195148664 1.6808664	
3.77972866135022	-48	8.9375	64	1130	195148665 1.6813841	
3.9208548938357	-45.5	30.0625	65	1186	195148665 1.6817464	
3.8779034317749	-48	-34.9375	66	1130	195148916 1.9320447	
3.92699081698724	-45.5	-30.0625	67	1186	195148917 1.9329565	
3.74291312244096	-47.5	34.9375	68	1130	195148917 1.9337674	
3.95153450959341	-45.5	26	69	1186	195148918 1.9345548	
3.74904904559251	-48	56.125	70	1130	195148919 1.9351372	
3.9638063558965	-45.5	21.9375	71	1186	195148919 1.9356964	
3.80427235395639	-47.5	0	72	1130	195148919 1.9363014	
3.99448597165421	-45.5	-21.9375	73	1186	195148921 1.9367464	
3.9208548938357	-45.5	39	74	1186	195148921 1.9372498	
3.70609758353171	-48	52.0625	75	1130	195148922 1.9377156	
3.9638063558965	-45.5	4.0625	76	1186	195148922 1.9386234	
3.69996166038017	-47.5	69.125	77	1130	195148925 1.9412801	
3.95153450959341	-45.5	13	78	1186	195148925 1.9417656	
3.74904904559251	-48	30.0625	79	1130	195148925 1.9421893	
3.7920005076533	-47.5	0	80	1130	195149155 2.1719513	
3.96994227904804	-45.5	4.0625	81	1186	195149155 2.1724546	
3.95767043274495	-45.5	26	82	1186	195149157 2.1729769	
3.82268012341102	-48	-21.9375	83	1130	195149157 2.1735791	
3.9638063558965	-45.5	21.9375	84	1186	195149158 2.1744608	
3.74904904559251	-48	26	85	1130	195149159 2.1753654	
3.95767043274495	-45.5	17.0625	86	1186	195149160 2.175938	
3.77359273819868	-48	13	87	1130	195149161 2.1767397	
3.84108789286565	-47.5	-21.9375	88	1130	195149161 2.1775029	
3.94539858644187	-45.5	30.0625	89	1186	195149161 2.1778624	
3.77359273819868	-47.5	4.0625	90	1130	195149162 2.1782477	
3.95153450959341	-45.5	26	91	1186	195149162 2.1787593	
3.76132089189559	-48	26	92	1130	195149416 2.432249	
3.94539858644187	-45.5	34.9375	93	1186	195149418 2.4349994	
3.77359273819868	-48	17.0625	94	1130	195149420 2.4367206	
3.9638063558965	-45.5	17.0625	95	1186	195149422 2.4382899	
3.8779034317749	-46	-8.9375	96	1186	195149423 2.4400158	
3.75518496874405	-47.5	17.0625	97	1130	195149425 2.4414126	
3.86563158547182	-45.5	8.9375	98	1186	195149427 2.4428786	
3.82881604656256	-47.5	-21.9375	99	1130	195149428 2.4436676	
3.84722381601719	-48	-26	100	1130	195149428 2.444226	
3.97607820219958	-45.5	21.9375	101	1186	195149429 2.4453329	
3.95767043274495	-45.5	21.9375	102	1186	195149430 2.4462215	
3.78586458450176	-48	13	103	1130	195149432 2.4475919	
0.644271930911969	-48	17.0625	104	1130	195149432 2.4483516	
0.739378739760879	-45.5	10.125	105	1186	195149433 2.4491196	
3.74904904559251	-48	34.9375	106	1130	195149655 2.6719914	
3.84722381601719	-45.5	30.0625	107	1186	195149656 2.6727135	
3.96994227904804	-45.5	21.9375	108	1186	195149656 2.6730598	
3.81654420025948	-48	-17.0625	109	1130	195149657 2.6736524	
3.74291312244096	-48	34.9375	110	1130	195149658 2.674093	
4.01289374110884	-45.5	-17.0625	111	1186	195149659 2.6747358	
3.88403935492644	-48	-56.125	112	1130	195149659 2.6752699	
3.90244712438107	-46	-8.9375	113	1186	195149664 2.6808441	
3.77972866135022	-48	34.9375	114	1130	195149665 2.6816111	
3.90244712438107	-46	-4.0625	115	1186	195149666 2.6821679	
3.92699081698724	-45.5	56.125	116	1186	195149670 2.6862576	
3.84722381601719	-48	-39	117	1130	195149670 2.6871332	
3.76745681504713	-48	26	118	1130	195149673 2.689645	
3.96994227904804	-45.5	43.125	119	1186	195149673 2.6903381	
3.76745681504713	-48	26	120	1130	195149915 2.9317749	
3.84722381601719	-45.5	21.9375	121	1186	195149916 2.9322705	
3.85949566232027	-48	-43.125	122	1130	195149916 2.9328126	
3.91471897068416	-46	-26	123	1186	195149917 2.9333786	
3.84108789286565	-48	-39	124	1130	195149918 2.93434	
3.95767043274495	-46	30.0625	125	1186	195149918 2.9348096	
3.74291312244096	-47.5	39	126	1130	195149931 2.9472716	
3.97607820219958	-45.5	-8.9375	127	1186	195149932 2.9485241	
3.76132089189559	-48	34.9375	128	1130	195149934 2.9505779	
3.90244712438107	-46	-17.0625	129	1186	195149935 2.9516686	
3.82268012341102	-45.5	43.125	130	1186	195149936 2.9525987	
3.76745681504713	-48	21.9375	131	1130	195149937 2.9535748	
3.74904904559251	-48	48	132	1130	195150155 3.1719529	
3.96994227904804	-45.5	4.0625	133	1186	195150158 3.1747814	
3.76745681504713	-47.5	8.9375	134	1130	195150161 3.1767058	
3.99448597165421	-45.5	-4.0625	135	1186	195150162 3.1778768	
3.8349519697141	-48	-26	136	1130	195150162 3.1782077	
3.89017527807799	-45.5	-4.0625	137	1186	195150163 3.1795722	
3.75518496874405	-47.5	30.0625	138	1130	195150164 3.1800309	
3.87176750862336	-45.5	17.0625	139	1186	195150164 3.1803873	
3.77359273819868	-48	8.9375	140	1130	195150166 3.1826423	
4.0067578179573	-45.5	-13	141	1186	195150169 3.1854619	
4.00062189480575	-45.5	0	142	1186	195150175 3.1910752	
3.81040827710793	-48	-4.0625	143	1130	195150176 3.1917057	
3.8779034317749	-47.5	-48	144	1130	195150176 3.1922678	
4.00062189480575	-45.5	0	145	1186	195150176 3.192753	
4.0067578179573	-45.5	4.0625	146	1186	195150416 3.4318332	
3.76132089189559	-47.5	26	147	1130	195150419 3.4345312	
3.95767043274495	-45.5	34.9375	148	1186	195150419 3.4352179	
3.77972866135022	-48	17.0625	149	1130	195150420 3.4363167	
3.97607820219958	-45.5	0	150	1186	195150424 3.4410335	
3.77972866135022	-48	8.9375	151	1130	195150426 3.4426304	
4.0067578179573	-45.5	-4.0625	152	1186	195150427 3.4438115	
3.78586458450176	-48	4.0625	153	1130	195150427 3.4444648	
3.95767043274495	-46	30.0625	154	1186	195150429 3.4453272	
3.76745681504713	-47.5	30.0625	155	1130	195150430 3.4460297	
3.98221412535112	-45.5	0	156	1186	195150430 3.4467793	
3.73677719928942	-48	43.125	157	1130	195150432 3.4478703	
4.00062189480575	-46	-4.0625	158	1186	195150433 3.4489599	
3.76132089189559	-48	39	159	1130	195150434 3.4500293	
3.72450535298634	-48	69.125	160	1130	195150656 3.6723548	
4.01289374110884	-45.5	-8.9375	161	1186	195150658 3.6744704	
3.75518496874405	-48	21.9375	162	1130	195150659 3.6749753	
4.0067578179573	-45.5	-8.9375	163	1186	195150660 3.675812	
3.84722381601719	-48	-30.0625	164	1130	195150660 3.6762943	
4.03743743371501	-45.5	-13	165	1186	195150660 3.6770425	
0.751650586063964	-45.5	10.9375	166	1186	195150661 3.6776099	
0.659611738790826	-48	15	167	1130	195150662 3.6783728	
4.00062189480575	-45.5	17.0625	168	1186	195150663 3.6796218	
3.82881604656256	-48	-8.9375	169	1130	195150664 3.6801332	
0.865165164367502	-46	8.9375	170	1186	195150665 3.6808592	
0.653475815639283	-48	10.9375	171	1130	195150665 3.6812625	
3.7920005076533	-48	8.9375	172	1130	195150915 3.9316254	
3.98221412535112	-45.5	30.0625	173	1186	195150916 3.932213	
3.86563158547182	-48	-30.0625	174	1130	195150916 3.9326933	
3.98221412535112	-45.5	17.0625	175	1186	195150917 3.9334106	
4.03743743371501	-45.5	-17.0625	176	1186	195150917 3.9338824	
3.78586458450176	-48	0	177	1130	195150919 3.934971	
3.85335973916873	-47.5	-43.125	178	1130	195150919 3.9356119	
4.00062189480575	-46	21.9375	179	1186	195150920 3.9363718	
3.79813643080485	-47.5	-8.9375	180	1130	195150921 3.9370295	
4.00062189480575	-45.5	-4.0625	181	1186	195150921 3.9375918	
3.98221412535112	-45.5	13	182	1186	195150922 3.9388326	
3.76745681504713	-48	30.0625	183	1130	195150923 3.9393115	
3.96994227904804	-45.5	52.0625	184	1186	195150924 3.9398688	
3.85335973916873	-48	-30.0625	185	1130	195150924 3.9402949	
4.01902966426038	-45.5	-4.0625	186	1186	195151155 4.1717343	
3.89017527807799	-48	-48	187	1130	195151157 4.1728523	
3.82268012341102	-48	-8.9375	188	1130	195151157 4.1742411	
4.02516558741192	-45.5	0	189	1186	195151159 4.17545	
3.84722381601719	-48	-39	190	1130	195151202 4.2191257	
3.98835004850267	-45.5	34.9375	191	1186	195151279 4.2956971	
3.76132089189559	-48	26	192	1130	195151293 4.309826	
4.03130151056347	-46	-8.9375	193	1186	195151295 4.3117451	
3.97607820219958	-46	21.9375	194	1186	195151297 4.3127884	
3.81040827710793	-48	8.9375	195	1130	195151297 4.3135116	
3.9638063558965	-45.5	26	196	1186	195151298 4.3148083	
3.85949566232027	-48	-34.9375	197	1130	195151299 4.3155123	
3.8349519697141	-47.5	-26	198	1130	195151417 4.433423	
3.9638063558965	-45.5	17.0625	199	1186	195151452 4.4680322	
3.8349519697141	-48	-17.0625	200	1130	195151453 4.4695414	
3.96994227904804	-45.5	26	201	1186	195151461 4.4782362	
3.84108789286565	-48	-21.9375	202	1130	195151465 4.4811555	
3.93926266329033	-45.5	43.125	203	1186	195151466 4.4823516	
3.80427235395639	-48	13	204	1130	195151467 4.4836293	
4.0067578179573	-45.5	17.0625	205	1186	195151469 4.4848449	
3.78586458450176	-48	26	206	1130	195151469 4.4855291	
3.99448597165421	-45.5	17.0625	207	1186	195151470 4.4860458	
3.9638063558965	-45.5	26	208	1186	195151470 4.4866495	
