id,time(s),value
0,0.040,1.58
0,0.043,1.58
0,0.044,1.58
0,0.045,1.58
0,0.081,1.58
0,0.082,1.58
0,0.083,1.58
0,0.084,1.58
0,0.123,1.58
0,0.123,1.58
0,0.124,1.58
0,0.125,1.58
0,0.164,1.58
0,0.165,1.58
0,0.167,1.58
0,0.181,1.58
0,0.205,1.58
0,0.206,1.58
0,0.206,1.58
0,0.207,1.58
0,0.247,1.58
0,0.247,1.58
0,0.248,1.58
0,0.249,1.58
0,0.288,1.58
0,0.289,1.58
0,0.290,1.58
0,0.305,1.58
0,0.330,1.58
0,0.330,1.58
0,0.330,1.58
0,0.331,1.58
0,0.371,1.58
0,0.371,1.58
0,0.372,1.58
0,0.374,1.58
0,0.412,1.58
0,0.413,1.58
0,0.415,1.58
0,0.438,1.58
0,0.454,1.58
0,0.464,1.58
0,0.464,1.58
0,0.465,1.58
0,0.495,1.58
0,0.495,1.58
0,0.497,1.58
0,0.498,1.58
0,0.536,1.58
0,0.537,1.58
0,0.539,1.58
0,0.556,1.58
0,0.578,1.58
0,0.578,1.58
0,0.578,1.58
0,0.579,1.58
0,0.619,1.58
0,0.620,1.58
0,0.621,1.58
0,0.622,1.58
0,0.660,1.58
0,0.662,1.58
0,0.663,1.58
0,0.684,1.58
0,0.702,1.58
0,0.706,1.58
0,0.706,1.58
0,0.707,1.58
0,0.743,1.58
0,0.743,1.58
0,0.744,1.58
0,0.746,1.58
0,0.785,1.58
0,0.786,1.58
0,0.787,1.58
0,0.809,1.58
0,0.826,1.58
0,0.833,1.58
0,0.833,1.58
0,0.834,1.58
0,0.867,1.58
0,0.867,1.58
0,0.868,1.58
0,0.869,1.58
0,0.908,1.58
0,0.910,1.58
0,0.913,1.58
0,0.925,1.58
0,0.950,1.58
0,0.950,1.58
0,0.951,1.58
0,0.951,1.58
0,0.991,1.58
0,0.991,1.58
0,0.992,1.58
0,0.994,1.58
0,1.033,1.58
0,1.033,1.58
0,1.035,1.58
0,1.047,1.58
0,1.074,1.58
0,1.074,1.58
0,1.074,1.58
0,1.075,1.58
0,1.115,1.58
0,1.117,1.58
0,1.118,1.58
0,1.119,1.58
0,1.157,1.58
0,1.157,1.58
0,1.158,1.58
