id,time(s),value
0,0.045,1.52
0,0.046,1.52
0,0.049,1.52
0,0.050,1.52
0,0.087,1.52
0,0.088,1.52
0,0.089,1.52
0,0.103,1.52
0,0.128,1.52
0,0.128,1.52
0,0.129,1.52
0,0.130,1.52
0,0.169,1.52
0,0.170,1.52
0,0.171,1.52
0,0.172,1.52
0,0.211,1.52
0,0.212,1.52
0,0.213,1.52
0,0.229,1.52
0,0.252,1.52
0,0.252,1.52
0,0.253,1.52
0,0.253,1.52
0,0.294,1.52
0,0.294,1.52
0,0.294,1.52
0,0.295,1.52
0,0.335,1.52
0,0.336,1.52
0,0.337,1.52
0,0.355,1.52
0,0.376,1.52
0,0.377,1.52
0,0.377,1.52
0,0.378,1.52
0,0.418,1.52
0,0.418,1.52
0,0.419,1.52
0,0.420,1.52
0,0.459,1.52
0,0.460,1.52
0,0.462,1.52
0,0.475,1.52
0,0.501,1.52
0,0.501,1.52
0,0.501,1.52
0,0.502,1.52
0,0.542,1.52
0,0.542,1.52
0,0.543,1.52
0,0.545,1.52
0,0.583,1.52
0,0.584,1.52
0,0.586,1.52
0,0.602,1.52
0,0.625,1.52
0,0.625,1.52
0,0.625,1.52
0,0.626,1.52
0,0.666,1.52
0,0.666,1.52
0,0.667,1.52
0,0.669,1.52
0,0.708,1.52
0,0.709,1.52
0,0.710,1.52
0,0.728,1.52
0,0.749,1.52
0,0.750,1.52
0,0.750,1.52
0,0.751,1.52
0,0.790,1.52
0,0.791,1.52
0,0.792,1.52
0,0.793,1.52
0,0.832,1.52
0,0.833,1.52
0,0.834,1.52
0,0.855,1.52
0,0.873,1.52
0,0.873,1.52
0,0.874,1.52
0,0.875,1.52
0,0.915,1.52
0,0.915,1.52
0,0.916,1.52
0,0.917,1.52
0,0.956,1.52
0,0.957,1.52
0,0.959,1.52
0,0.975,1.52
0,0.997,1.52
0,0.998,1.52
0,0.998,1.52
0,0.999,1.52
0,1.039,1.52
0,1.039,1.52
0,1.040,1.52
0,1.042,1.52
0,1.080,1.52
0,1.082,1.52
0,1.084,1.52
0,1.103,1.52
0,1.122,1.52
0,1.125,1.52
0,1.126,1.52
0,1.127,1.52
0,1.163,1.52
0,1.163,1.52
0,1.165,1.52
0,1.166,1.52
0,1.204,1.52
0,1.206,1.52
0,1.207,1.52
0,1.227,1.52
0,1.246,1.52
0,1.248,1.52
0,1.248,1.52
0,1.249,1.52
0,1.287,1.52
0,1.288,1.52
0,1.289,1.52
0,1.290,1.52
0,1.329,1.52
0,1.329,1.52
0,1.331,1.52
0,1.346,1.52
0,1.370,1.52
0,1.370,1.52
0,1.370,1.52
0,1.371,1.52
0,1.411,1.52
0,1.412,1.52
0,1.413,1.52
0,1.414,1.52
0,1.453,1.52
0,1.454,1.52
0,1.455,1.52
0,1.471,1.52
0,1.494,1.52
0,1.494,1.52
0,1.495,1.52
0,1.496,1.52
0,1.535,1.52
0,1.536,1.52
0,1.537,1.52
0,1.538,1.52
0,1.577,1.52
0,1.579,1.52
0,1.581,1.52
0,1.590,1.52
0,1.618,1.52
0,1.619,1.52
0,1.619,1.52
0,1.620,1.52
0,1.660,1.52
0,1.660,1.52
0,1.660,1.52
0,1.661,1.52
0,1.701,1.52
0,1.702,1.52
0,1.703,1.52
0,1.714,1.52
0,1.743,1.52
0,1.743,1.52
0,1.743,1.52
0,1.744,1.52
0,1.784,1.52
0,1.784,1.52
0,1.785,1.52
0,1.786,1.52
0,1.825,1.52
0,1.826,1.52
0,1.828,1.52
0,1.847,1.52
0,1.867,1.52
0,1.868,1.52
0,1.868,1.52
0,1.869,1.52
0,1.908,1.52
0,1.908,1.52
0,1.909,1.52
0,1.910,1.52
0,1.950,1.52
0,1.951,1.52
0,1.953,1.52
0,1.973,1.52
0,1.991,1.52
0,1.995,1.52
0,1.995,1.52
0,1.996,1.52
0,2.032,1.52
0,2.033,1.52
0,2.033,1.52
0,2.035,1.52
0,2.074,1.52
0,2.075,1.52
0,2.076,1.52
0,2.090,1.52
0,2.115,1.52
0,2.115,1.52
0,2.116,1.52
0,2.117,1.52
0,2.157,1.52
0,2.157,1.52
0,2.158,1.52
0,2.159,1.52
0,2.198,1.52
0,2.200,1.52
0,2.201,1.52
0,2.216,1.52
0,2.239,1.52
0,2.240,1.52
0,2.240,1.52
0,2.241,1.52
0,2.281,1.52
0,2.281,1.52
0,2.282,1.52
0,2.283,1.52
0,2.322,1.52
0,2.324,1.52
0,2.325,1.52
0,2.341,1.52
0,2.364,1.52
0,2.364,1.52
0,2.364,1.52
0,2.365,1.52
0,2.405,1.52
0,2.405,1.52
0,2.406,1.52
0,2.407,1.52
0,2.446,1.52
0,2.448,1.52
0,2.449,1.52
0,2.465,1.52
0,2.488,1.52
0,2.488,1.52
0,2.488,1.52
0,2.489,1.52
0,2.529,1.52
0,2.529,1.52
0,2.530,1.52
0,2.531,1.52
0,2.570,1.52
0,2.572,1.52
0,2.573,1.52
0,2.587,1.52
0,2.612,1.52
0,2.613,1.52
0,2.613,1.52
0,2.614,1.52
0,2.653,1.52
0,2.654,1.52
0,2.655,1.52
0,2.656,1.52
0,2.695,1.52
0,2.696,1.52
0,2.697,1.52
0,2.714,1.52
0,2.736,1.52
0,2.737,1.52
0,2.738,1.52
0,2.738,1.52
0,2.778,1.52
0,2.778,1.52
0,2.779,1.52
0,2.780,1.52
0,2.819,1.52
0,2.820,1.52
0,2.821,1.52
0,2.839,1.52
0,2.860,1.52
0,2.861,1.52
0,2.861,1.52
0,2.862,1.52
0,2.902,1.52
0,2.902,1.52
0,2.903,1.52
0,2.904,1.52
0,2.943,1.52
0,2.944,1.52
0,2.945,1.52
0,2.963,1.52
0,2.985,1.52
0,2.986,1.52
0,2.986,1.52
0,2.987,1.52
0,3.026,1.52
0,3.026,1.52
0,3.027,1.52
0,3.029,1.52
0,3.067,1.52
0,3.068,1.52
0,3.070,1.52
0,3.087,1.52
0,3.109,1.52
0,3.109,1.52
0,3.109,1.52
0,3.110,1.52
0,3.150,1.52
0,3.151,1.52
0,3.152,1.52
0,3.153,1.52
0,3.192,1.52
0,3.193,1.52
0,3.194,1.52
0,3.218,1.52
0,3.233,1.52
0,3.245,1.52
0,3.245,1.52
0,3.246,1.52
0,3.274,1.52
0,3.275,1.52
0,3.276,1.52
0,3.277,1.52
0,3.316,1.52
0,3.317,1.52
0,3.318,1.52
0,3.337,1.52
0,3.357,1.52
0,3.359,1.52
0,3.359,1.52
0,3.360,1.52
0,3.399,1.52
0,3.399,1.52
0,3.400,1.52
0,3.401,1.52
0,3.440,1.52
0,3.441,1.52
0,3.443,1.52
0,3.473,1.52
0,3.482,1.52
0,3.509,1.52
0,3.509,1.52
0,3.511,1.52
0,3.523,1.52
0,3.546,1.52
0,3.547,1.52
0,3.549,1.52
0,3.578,1.52
0,3.579,1.52
0,3.580,1.52
0,3.595,1.52
0,3.605,1.52
0,3.608,1.52
0,3.609,1.52
0,3.609,1.52
0,3.647,1.52
0,3.647,1.52
0,3.648,1.52
0,3.649,1.52
0,3.688,1.52
0,3.690,1.52
0,3.691,1.52
0,3.714,1.52
0,3.730,1.52
0,3.734,1.52
0,3.734,1.52
0,3.735,1.52
0,3.771,1.52
0,3.771,1.52
0,3.772,1.52
0,3.772,1.52
0,3.812,1.52
0,3.813,1.52
0,3.814,1.52
0,3.824,1.52
0,3.854,1.52
0,3.854,1.52
0,3.854,1.52
0,3.855,1.52
0,3.895,1.52
0,3.896,1.52
0,3.896,1.52
0,3.898,1.52
0,3.937,1.52
0,3.938,1.52
0,3.940,1.52
0,3.967,1.52
0,3.978,1.52
0,3.996,1.52
0,3.996,1.52
0,3.997,1.52
0,4.019,1.52
0,4.020,1.52
0,4.021,1.52
0,4.022,1.52
0,4.061,1.52
0,4.062,1.52
0,4.063,1.52
0,4.086,1.52
0,4.103,1.52
0,4.115,1.52
0,4.115,1.52
0,4.117,1.52
0,4.144,1.52
0,4.144,1.52
0,4.146,1.52
0,4.148,1.52
0,4.185,1.52
0,4.187,1.52
0,4.189,1.52
0,4.215,1.52
0,4.227,1.52
0,4.246,1.52
0,4.246,1.52
0,4.248,1.52
0,4.268,1.52
0,4.277,1.52
0,4.279,1.52
0,4.281,1.52
0,4.309,1.52
0,4.310,1.52
0,4.311,1.52
0,4.328,1.52
0,4.351,1.52
0,4.351,1.52
0,4.351,1.52
0,4.352,1.52
0,4.392,1.52
0,4.392,1.52
0,4.393,1.52
0,4.395,1.52
0,4.433,1.52
0,4.435,1.52
0,4.436,1.52
0,4.452,1.52
0,4.475,1.52
0,4.475,1.52
0,4.475,1.52
0,4.476,1.52
0,4.516,1.52
0,4.516,1.52
0,4.517,1.52
0,4.519,1.52
0,4.558,1.52
0,4.559,1.52
0,4.560,1.52
0,4.576,1.52
0,4.599,1.52
0,4.599,1.52
0,4.600,1.52
0,4.601,1.52
0,4.641,1.52
0,4.641,1.52
0,4.642,1.52
0,4.643,1.52
0,4.682,1.52
0,4.683,1.52
0,4.684,1.52
0,4.701,1.52
0,4.723,1.52
0,4.724,1.52
0,4.724,1.52
0,4.725,1.52
0,4.765,1.52
0,4.765,1.52
0,4.766,1.52
0,4.767,1.52
0,4.806,1.52
0,4.807,1.52
0,4.808,1.52
0,4.825,1.52
0,4.847,1.52
0,4.848,1.52
0,4.848,1.52
0,4.849,1.52
0,4.889,1.52
0,4.889,1.52
0,4.890,1.52
0,4.891,1.52
0,4.930,1.52
0,4.931,1.52
0,4.933,1.52
0,4.952,1.52
0,4.972,1.52
0,4.987,1.52
0,4.987,1.52
0,4.989,1.52
0,5.013,1.52
0,5.019,1.52
0,5.021,1.52
0,5.023,1.52
0,5.058,1.52
0,5.062,1.52
0,5.063,1.52
0,5.092,1.52
0,5.096,1.52
0,5.125,1.52
0,5.126,1.52
0,5.127,1.52
0,5.137,1.52
0,5.159,1.52
0,5.161,1.52
0,5.163,1.52
0,5.188,1.52
0,5.189,1.52
0,5.191,1.52
0,5.211,1.52
0,5.220,1.52
0,5.234,1.52
0,5.234,1.52
0,5.236,1.52
0,5.261,1.52
0,5.262,1.52
0,5.263,1.52
0,5.265,1.52
0,5.303,1.52
0,5.304,1.52
0,5.305,1.52
0,5.327,1.53
0,5.344,1.53
0,5.352,1.53
0,5.353,1.53
0,5.354,1.53
0,5.385,1.53
0,5.387,1.53
0,5.389,1.53
0,5.390,1.53
0,5.427,1.53
0,5.428,1.53
0,5.430,1.53
0,5.451,1.53
0,5.468,1.53
0,5.475,1.53
0,5.475,1.53
0,5.476,1.53
0,5.510,1.53
0,5.510,1.53
0,5.511,1.53
0,5.513,1.53
0,5.551,1.53
0,5.552,1.54
0,5.554,1.54
0,5.575,1.54
0,5.593,1.54
0,5.602,1.54
0,5.602,1.54
0,5.604,1.54
0,5.634,1.54
0,5.634,1.54
0,5.635,1.54
0,5.637,1.54
0,5.675,1.54
0,5.677,1.54
0,5.678,1.54
0,5.702,1.54
0,5.717,1.54
0,5.730,1.54
0,5.730,1.54
0,5.731,1.54
0,5.758,1.55
0,5.764,1.55
0,5.766,1.55
0,5.773,1.55
0,5.800,1.55
0,5.807,1.55
0,5.809,1.55
0,5.835,1.55
0,5.841,1.55
0,5.852,1.55
0,5.852,1.55
0,5.853,1.55
0,5.882,1.55
0,5.883,1.55
0,5.884,1.55
0,5.885,1.55
0,5.924,1.55
0,5.925,1.55
0,5.926,1.55
0,5.946,1.55
0,5.965,1.56
0,5.968,1.56
0,5.968,1.56
0,5.969,1.56
0,6.007,1.56
0,6.007,1.56
0,6.008,1.56
0,6.009,1.56
0,6.048,1.56
0,6.049,1.56
0,6.050,1.56
0,6.051,1.56
0,6.094,1.56
0,6.095,1.56
0,6.095,1.56
0,6.096,1.56
0,6.131,1.56
0,6.131,1.56
0,6.132,1.56
0,6.133,1.56
0,6.172,1.57
0,6.175,1.57
0,6.177,1.57
0,6.179,1.57
0,6.214,1.57
0,6.246,1.57
0,6.246,1.57
0,6.248,1.57
0,6.255,1.57
0,6.272,1.57
0,6.273,1.57
0,6.275,1.57
0,6.296,1.57
0,6.297,1.57
0,6.298,1.57
0,6.317,1.57
0,6.338,1.57
0,6.339,1.57
0,6.339,1.57
0,6.340,1.57
0,6.379,1.57
0,6.380,1.57
0,6.380,1.58
0,6.382,1.58
0,6.421,1.58
0,6.422,1.58
0,6.424,1.58
0,6.425,1.58
0,6.462,1.58
0,6.466,1.58
0,6.466,1.58
0,6.467,1.58
0,6.504,1.58
0,6.504,1.58
0,6.505,1.58
0,6.506,1.58
0,6.545,1.58
0,6.546,1.58
0,6.547,1.58
0,6.570,1.58
0,6.586,1.58
0,6.597,1.58
0,6.597,1.58
0,6.598,1.58
0,6.628,1.58
0,6.628,1.58
0,6.629,1.58
0,6.631,1.58
0,6.669,1.58
0,6.671,1.58
0,6.673,1.58
0,6.708,1.58
0,6.711,1.58
0,6.711,1.58
0,6.745,1.58
0,6.747,1.58
0,6.752,1.58
0,6.781,1.58
0,6.782,1.58
0,6.784,1.58
0,6.802,1.58
0,6.802,1.58
0,6.803,1.58
0,6.816,1.58
0,6.835,1.58
0,6.835,1.58
0,6.835,1.58
0,6.835,1.58
0,6.876,1.58
0,6.876,1.58
0,6.877,1.58
0,6.877,1.58
0,6.917,1.59
0,6.919,1.59
0,6.919,1.59
0,6.920,1.59
0,6.959,1.59
0,6.959,1.59
0,6.959,1.59
0,6.960,1.59
0,7.000,1.59
0,7.000,1.59
0,7.001,1.59
0,7.002,1.59
0,7.042,1.59
0,7.043,1.59
0,7.044,1.59
0,7.070,1.59
0,7.102,1.59
0,7.104,1.59
0,7.104,1.59
0,7.105,1.59
0,7.124,1.59
0,7.133,1.59
0,7.134,1.59
0,7.137,1.59
0,7.166,1.59
0,7.167,1.59
0,7.169,1.59
0,7.199,1.61
0,7.207,1.61
0,7.242,1.61
0,7.242,1.61
0,7.244,1.61
0,7.249,1.61
0,7.283,1.61
0,7.285,1.61
0,7.287,1.61
0,7.290,1.61
0,7.328,1.61
0,7.330,1.61
0,7.367,1.61
0,7.369,1.61
0,7.370,1.61
0,7.402,1.61
0,7.403,1.61
0,7.404,1.61
0,7.426,1.61
0,7.427,1.61
0,7.428,1.61
0,7.450,1.61
0,7.451,1.61
0,7.452,1.61
0,7.475,1.61
0,7.476,1.61
0,7.477,1.61
0,7.499,1.61
0,7.500,1.61
0,7.501,1.61
0,7.525,1.61
0,7.526,1.62
0,7.528,1.62
0,7.565,1.62
0,7.567,1.62
0,7.569,1.62
0,7.572,1.62
0,7.604,1.62
0,7.606,1.62
0,7.629,1.62
0,7.630,1.62
0,7.632,1.62
0,7.632,1.62
0,7.646,1.62
0,7.646,1.62
0,7.663,1.62
0,7.663,1.62
0,7.664,1.62
0,7.674,1.62
0,7.704,1.62
0,7.704,1.62
0,7.704,1.62
0,7.705,1.62
0,7.745,1.62
0,7.745,1.62
0,7.746,1.62
0,7.747,1.62
0,7.786,1.62
0,7.787,1.62
0,7.788,1.62
0,7.796,1.62
0,7.828,1.62
0,7.828,1.63
0,7.828,1.63
0,7.829,1.63
0,7.869,1.63
0,7.870,1.63
0,7.870,1.63
0,7.871,1.63
0,7.911,1.63
0,7.912,1.63
0,7.913,1.63
0,7.932,1.63
0,7.952,1.63
0,7.953,1.63
0,7.953,1.63
0,7.955,1.63
0,7.994,1.63
0,7.994,1.63
0,7.995,1.63
0,7.996,1.63
0,8.035,1.63
0,8.036,1.63
0,8.036,1.63
0,8.046,1.63
0,8.076,1.63
0,8.077,1.63
0,8.077,1.63
0,8.077,1.63
0,8.118,1.63
0,8.118,1.63
0,8.119,1.63
0,8.119,1.63
0,8.159,1.64
0,8.160,1.64
0,8.161,1.64
0,8.161,1.64
0,8.201,1.64
0,8.201,1.64
0,8.201,1.64
0,8.202,1.64
0,8.242,1.64
0,8.242,1.64
0,8.243,1.64
0,8.244,1.64
0,8.284,1.64
0,8.286,1.64
0,8.288,1.64
0,8.329,1.64
0,8.332,1.64
0,8.334,1.64
0,8.368,1.64
0,8.370,1.64
0,8.373,1.64
0,8.406,1.64
0,8.408,1.64
0,8.410,1.64
0,8.448,1.64
0,8.449,1.64
0,8.452,1.64
0,8.486,1.64
0,8.488,1.64
0,8.490,1.64
0,8.524,1.65
0,8.526,1.65
0,8.529,1.65
0,8.530,1.65
0,8.564,1.65
0,8.566,1.65
0,8.599,1.65
0,8.600,1.65
0,8.602,1.65
0,8.605,1.65
0,8.630,1.65
0,8.631,1.65
0,8.644,1.65
0,8.645,1.65
0,8.646,1.65
0,8.657,1.65
0,8.657,1.65
0,8.658,1.65
0,8.667,1.65
0,8.667,1.65
0,8.668,1.65
0,8.681,1.65
0,8.697,1.65
0,8.698,1.65
0,8.698,1.65
0,8.698,1.65
0,8.739,1.65
0,8.739,1.66
0,8.740,1.66
0,8.740,1.66
0,8.780,1.66
0,8.781,1.66
0,8.781,1.66
0,8.789,1.66
0,8.821,1.66
0,8.822,1.66
0,8.822,1.66
0,8.822,1.66
0,8.863,1.66
0,8.863,1.66
0,8.864,1.66
0,8.864,1.66
0,8.904,1.66
0,8.905,1.66
0,8.907,1.66
0,8.933,1.66
0,8.946,1.66
0,8.970,1.66
0,8.971,1.66
0,8.972,1.66
0,8.987,1.66
0,9.005,1.66
0,9.007,1.67
0,9.008,1.67
0,9.029,1.67
0,9.030,1.67
0,9.031,1.67
0,9.032,1.67
0,9.070,1.67
0,9.072,1.67
0,9.073,1.67
0,9.074,1.67
0,9.111,1.67
0,9.112,1.67
0,9.113,1.67
0,9.114,1.67
0,9.153,1.67
0,9.154,1.67
0,9.155,1.67
0,9.180,1.67
0,9.194,1.67
0,9.215,1.67
0,9.216,1.67
0,9.217,1.67
0,9.236,1.68
0,9.253,1.68
0,9.256,1.68
0,9.258,1.68
0,9.277,1.68
0,9.297,1.68
0,9.299,1.68
0,9.334,1.68
0,9.336,1.68
0,9.337,1.68
0,9.375,1.68
0,9.377,1.68
