14.500000	0.149786	0.000000	
15.500000	0.145940	0.030556	
16.500000	0.146795	0.022222	
17.500000	0.143376	0.008333	
18.500000	0.145299	0.008333	
19.500000	0.138889	0.013889	
20.500000	0.129915	0.013889	
21.500000	0.127350	0.022222	
22.500000	0.126709	0.022222	
23.500000	0.120726	0.013889	
24.500000	0.117521	0.008333	
25.500000	0.113675	0.016667	
26.500000	0.099573	0.025000	
27.500000	0.086752	0.025000	
28.500000	0.081838	0.038889	
29.500000	0.080342	0.025000	
30.500000	0.080342	0.025000	
31.500000	0.077778	0.033333	
