id,time(s),value
0,0.043,1.70
0,0.043,1.70
0,0.043,1.70
0,0.047,1.70
0,0.084,1.70
0,0.084,1.70
0,0.085,1.70
0,0.087,1.70
0,0.125,1.70
0,0.126,1.70
0,0.128,1.70
0,0.142,1.70
0,0.167,1.70
0,0.167,1.70
0,0.167,1.70
0,0.168,1.70
0,0.208,1.70
0,0.209,1.70
0,0.211,1.70
0,0.211,1.70
0,0.249,1.70
0,0.250,1.70
0,0.251,1.70
0,0.261,1.70
0,0.291,1.70
0,0.291,1.70
0,0.291,1.70
0,0.291,1.70
0,0.332,1.70
0,0.332,1.70
0,0.333,1.70
0,0.335,1.70
0,0.373,1.70
0,0.375,1.70
0,0.376,1.70
0,0.394,1.70
0,0.415,1.70
0,0.415,1.70
0,0.415,1.70
0,0.416,1.70
0,0.456,1.70
0,0.456,1.70
0,0.457,1.70
0,0.459,1.70
0,0.497,1.70
0,0.498,1.70
0,0.500,1.70
0,0.514,1.70
0,0.539,1.70
0,0.539,1.70
0,0.539,1.70
0,0.540,1.70
0,0.580,1.70
0,0.581,1.70
0,0.581,1.70
0,0.583,1.70
0,0.621,1.70
0,0.623,1.71
0,0.624,1.71
0,0.639,1.71
0,0.663,1.71
0,0.663,1.71
0,0.663,1.71
0,0.664,1.71
0,0.704,1.71
0,0.704,1.71
0,0.705,1.71
0,0.707,1.71
0,0.746,1.71
0,0.747,1.71
0,0.748,1.71
0,0.766,1.71
0,0.787,1.71
0,0.787,1.71
0,0.787,1.71
0,0.788,1.71
0,0.828,1.71
0,0.829,1.71
0,0.829,1.71
0,0.831,1.71
0,0.870,1.71
0,0.871,1.71
0,0.872,1.71
0,0.884,1.71
0,0.911,1.71
0,0.911,1.71
0,0.912,1.71
0,0.912,1.70
0,0.952,1.70
0,0.953,1.70
0,0.955,1.70
0,0.956,1.70
0,0.994,1.70
0,0.995,1.70
0,0.996,1.70
0,1.009,1.70
0,1.035,1.70
0,1.035,1.70
0,1.036,1.70
0,1.036,1.70
0,1.077,1.70
0,1.077,1.70
0,1.078,1.70
0,1.079,1.70
0,1.118,1.70
0,1.119,1.70
0,1.120,1.70
0,1.134,1.70
0,1.159,1.70
0,1.160,1.70
0,1.160,1.70
0,1.161,1.70
0,1.201,1.70
0,1.201,1.70
0,1.202,1.70
0,1.203,1.70
0,1.242,1.70
0,1.243,1.70
0,1.244,1.70
0,1.259,1.70
0,1.283,1.70
0,1.284,1.70
0,1.284,1.70
0,1.285,1.70
0,1.325,1.70
0,1.325,1.70
0,1.326,1.70
0,1.327,1.70
0,1.366,1.70
0,1.367,1.70
0,1.369,1.70
0,1.390,1.70
0,1.407,1.70
0,1.412,1.70
0,1.413,1.70
0,1.414,1.70
0,1.449,1.70
0,1.449,1.70
0,1.450,1.70
0,1.452,1.70
0,1.490,1.70
0,1.491,1.70
0,1.493,1.70
0,1.514,1.70
0,1.532,1.70
0,1.538,1.70
0,1.538,1.70
0,1.539,1.70
0,1.572,1.70
0,1.573,1.70
0,1.573,1.70
0,1.574,1.70
0,1.614,1.70
0,1.615,1.70
